disease	hpo
OMIM_615436	HP_0006702,HP_0005112,HP_0030882,HP_0003581,HP_0012499,HP_0004933,HP_0000006
OMIM_253260	HP_0001254,HP_0001992,HP_0001596,HP_0001250,HP_0001051,HP_0001252,HP_0002240,HP_0001251,HP_0003593,HP_0100275,HP_0011463,HP_0001987,HP_0008872,HP_0001744,HP_0000572,HP_0002014,HP_0410145,HP_0002013,HP_0001263,HP_0001581,HP_0000407,HP_0000509,HP_0002506,HP_0000007,HP_0000648,HP_0000988,HP_0005979,HP_0002789,HP_0002104
OMIM_267750	HP_0000286,HP_0001331,HP_0001132,HP_0000640,HP_0002021,HP_0001250,HP_0030211,HP_0001251,HP_0032794,HP_0000081,HP_0500087,HP_0000639,HP_0000639,HP_0000639,HP_0011463,HP_0011220,HP_0000519,HP_0001643,HP_0007843,HP_0001249,HP_0000252,HP_0001382,HP_0001263,HP_0011800,HP_0011003,HP_0100019,HP_0000007,HP_0000126,HP_0000341,HP_0003577,HP_0000585,HP_0000541,HP_0009917,HP_0030037,HP_0030037,HP_0001272,HP_0003298,HP_0012805,HP_0002085,HP_0002085,HP_0002085,HP_0000414,HP_0002119,HP_0002436,HP_0001104,HP_0000533,HP_0000275,HP_0002059,HP_0000075,HP_0002293,HP_0005280,HP_0011228,HP_0000506,HP_0000667,HP_0007773,HP_0000505,HP_0000543,HP_0000666,HP_0000501,HP_0002126
OMIM_606164	HP_0000286,HP_0000494,HP_0000175,HP_0003577,HP_0000475,HP_0004322,HP_0011968,HP_0002098,HP_0000193,HP_0001263,HP_0002162,HP_0011800,HP_0045075,HP_0000407,HP_0008551,HP_0001913,HP_0001972,HP_0000410,HP_0000006,HP_0000776,HP_0000347,HP_0000358,HP_0000402
OMIM_135800	HP_0002991,HP_0000006
OMIM_613544	HP_0000286,HP_0000582,HP_0003577,HP_0000343,HP_0004322,HP_0000023,HP_0003196,HP_0001252,HP_0000319,HP_0000954,HP_0000316,HP_0000219,HP_0000218,HP_0003745,HP_0000455,HP_0001763,HP_0001620,HP_0000252,HP_0001388,HP_0001762,HP_0001761,HP_0011968,HP_0001263,HP_0000470,HP_0000294,HP_0011451,HP_0001537,HP_0000426,HP_0000601,HP_0008689,HP_0000960,HP_0000369,HP_0000347
OMIM_136800	HP_0007705,HP_0012040,HP_0001131,HP_0012038,HP_0000006,HP_0012039
OMIM_158300	HP_0002015,HP_0001762,HP_0000211,HP_0002002,HP_0004322,HP_0011968,HP_0005684,HP_0010621,HP_0400000,HP_0002827,HP_0000508,HP_0002804,HP_0000256,HP_0001840,HP_0000006,HP_0000347,HP_0000324,HP_0001765
OMIM_619063	HP_0003621,HP_0002067,HP_0002375,HP_0002243,HP_0003487,HP_0002376,HP_0002154,HP_0002151,HP_0002490,HP_0001270,HP_0040014,HP_0011463,HP_0000007,HP_0008347,HP_0003648,HP_0002205,HP_0500233
OMIM_145200	HP_0000953,HP_0000006
OMIM_608219	HP_0000007,HP_0000399
OMIM_274500	HP_0031507,HP_0008263,HP_0003593,HP_0000007,HP_0000821,HP_0000853
OMIM_185800	HP_0010194,HP_0000381,HP_0006152,HP_0005880,HP_0009843,HP_0010047,HP_0000405,HP_0008368,HP_0009702,HP_0000006,HP_0001204
OMIM_615059	HP_0002289,HP_0002221,HP_0100840,HP_0200102,HP_0000006,HP_0008070
OMIM_617525	HP_0025114,HP_0025092,HP_0010783,HP_0000982,HP_0000006,HP_0000962
OMIM_606482	HP_0001265,HP_0003621,HP_0001761,HP_0003693,HP_0003383,HP_0001284,HP_0002460,HP_0003481,HP_0003380,HP_0040078,HP_0002936,HP_0000006,HP_0007107,HP_0000764
OMIM_194350	HP_0001908,HP_0009183,HP_0001909,HP_0009463,HP_0000407,HP_0006156,HP_0007400,HP_0009777,HP_0004209,HP_0000278,HP_0009778,HP_0001873,HP_0000006,HP_0000028,HP_0000347,HP_0001876,HP_0009803,HP_0002974
OMIM_300082	HP_0000707
OMIM_164200	HP_0000286,HP_0001250,HP_0002385,HP_0000482,HP_0003196,HP_0001251,HP_0012745,HP_0001808,HP_0009183,HP_0000518,HP_0000679,HP_0000554,HP_0002217,HP_0001249,HP_0000011,HP_0000175,HP_0000252,HP_0001260,HP_0000691,HP_0002273,HP_0002827,HP_0008442,HP_0000568,HP_0000405,HP_0009779,HP_0001257,HP_0002500,HP_0000006,HP_0000204,HP_0000446,HP_0000187,HP_0006801,HP_0010705,HP_0000463,HP_0000581,HP_0000460,HP_0004220,HP_0001592,HP_0011675,HP_0008070,HP_0011359,HP_0006297,HP_0030084,HP_0009765,HP_0000218,HP_0000377,HP_0002135,HP_0000670,HP_0002213,HP_0000430,HP_0006480,HP_0002967,HP_0001631,HP_0000501
OMIM_615688	HP_0002301,HP_0001297,HP_0001894,HP_0001251,HP_0003593,HP_0025343,HP_0002381,HP_0100651,HP_0001409,HP_0011463,HP_0001888,HP_0000713,HP_0005528,HP_0000872,HP_0001369,HP_0003623,HP_0001644,HP_0003565,HP_0011968,HP_0012219,HP_0033260,HP_0033261,HP_0002829,HP_0000965,HP_0000602,HP_0030351,HP_0000007,HP_0000403,HP_0000964,HP_0000648,HP_0002027,HP_0001974,HP_0002240,HP_0002040,HP_0002719,HP_0001903,HP_0000979,HP_0002716,HP_0001945,HP_0012490,HP_0002315,HP_0002910,HP_0200042,HP_0001744,HP_0003326,HP_0002633,HP_0004313,HP_0003621,HP_0005523,HP_0001882,HP_0000155,HP_0030880,HP_0011108,HP_0011227,HP_0032154,HP_0000822,HP_0009830,HP_0001954,HP_0030053,HP_0000988,HP_0001433,HP_0001876,HP_0002721
OMIM_618284	HP_0001276,HP_0004325,HP_0000252,HP_0000750,HP_0004322,HP_0003487,HP_0002396,HP_0001260,HP_0002064,HP_0000519,HP_0000007,HP_0001270
OMIM_300484	HP_0001056,HP_0000175,HP_0000486,HP_0002100,HP_0004322,HP_0000161,HP_0001263,HP_0010566,HP_0010442,HP_0000506,HP_0001419,HP_0000316,HP_0000218,HP_0000455,HP_0001159,HP_0005736,HP_0000456,HP_0005349
OMIM_619826	HP_0003251,HP_0011462,HP_0000007,HP_0012205
OMIM_613744	HP_0000341,HP_0003577,HP_0004322,HP_0001272,HP_0002120,HP_0001250,HP_0001371,HP_0003199,HP_0000280,HP_0010864,HP_0000639,HP_0000414,HP_0002119,HP_0001347,HP_0000297,HP_0000154,HP_0000275,HP_0000395,HP_0000252,HP_0002510,HP_0000494,HP_0003189,HP_0000431,HP_0001762,HP_0003487,HP_0001263,HP_0000007,HP_0000307,HP_0001319,HP_0002307,HP_0001258,HP_0000322
OMIM_606068	HP_0001133,HP_0007737,HP_0000662,HP_0000007,HP_0000510,HP_0000543
OMIM_300807	HP_0033061,HP_0001419,HP_0100724,HP_0002625
OMIM_175900	HP_0003621,HP_0001036,HP_0200044,HP_0008404,HP_0000006
OMIM_300802	HP_0001250,HP_0001419,HP_0001249
OMIM_619964	HP_0002069,HP_0008936,HP_0002521,HP_0001344,HP_0010819,HP_0032792,HP_0001263,HP_0003593,HP_0010841,HP_0032794,HP_0000006,HP_0012469
OMIM_615871	HP_0002069,HP_0002133,HP_0001344,HP_0002373,HP_0002121,HP_0001251,HP_0003593,HP_0032794,HP_0011463,HP_0000729,HP_0020221,HP_0200134,HP_0007359,HP_0007018,HP_0001249,HP_0000006
OMIM_615616	HP_0003621,HP_0011705,HP_0005133,HP_0011713,HP_0004756,HP_0000006
OMIM_617041	HP_0000365,HP_0000661,HP_0000634,HP_0000542,HP_0009921,HP_0000006
OMIM_177000	HP_0001399,HP_0002155,HP_0000969,HP_0011463,HP_0001878,HP_0001081,HP_0000007,HP_0000964,HP_0000989,HP_0010783
OMIM_607458	HP_0001265,HP_0003202,HP_0001310,HP_0001761,HP_0003487,HP_0001272,HP_0001284,HP_0002075,HP_0003690,HP_0003390,HP_0000639,HP_0007240,HP_0011462,HP_0000006,HP_0001337
OMIM_617343	HP_0000938,HP_0006780,HP_0008200,HP_0003581,HP_0003072,HP_0000006,HP_0000787
OMIM_610131	HP_0003236,HP_0003676,HP_0010628,HP_0001272,HP_0001250,HP_0001392,HP_0001252,HP_0002020,HP_0001290,HP_0003690,HP_0011675,HP_0001508,HP_0100704,HP_0003828,HP_0002019,HP_0002910,HP_0003688,HP_0003326,HP_0003546,HP_0003689,HP_0002578,HP_0003323,HP_0000590,HP_0002151,HP_0003581,HP_0001263,HP_0040270,HP_0000508,HP_0000006,HP_0001952
OMIM_615476	HP_0002553,HP_0001265,HP_0000494,HP_0002353,HP_0002197,HP_0002121,HP_0001263,HP_0001252,HP_0001290,HP_0007074,HP_0000508,HP_0000348,HP_0000007,HP_0200134,HP_0007359
OMIM_180104	HP_0001133,HP_0007737,HP_0000662,HP_0040049,HP_0000518,HP_0007401,HP_0000510,HP_0007688,HP_0000006
OMIM_617965	HP_0000789,HP_0000007
OMIM_604864	HP_0003301,HP_0001387,HP_0004322,HP_0000926,HP_0005086,HP_0030041,HP_0008843,HP_0012313,HP_0000006,HP_0004568
OMIM_613875	HP_0001670,HP_0000006
OMIM_105400	HP_0003202,HP_0002015,HP_0002398,HP_0001260,HP_0003581,HP_0003394,HP_0002380,HP_0010535,HP_0007354,HP_0007024,HP_0000007,HP_0001324,HP_0001257,HP_0000006,HP_0002314,HP_0001347
OMIM_172880	HP_0000175,HP_0001180,HP_0000201,HP_0000006,HP_0000347
OMIM_218030	HP_0004322,HP_0001508,HP_0001095,HP_0001518,HP_0011463,HP_0003351,HP_0000822,HP_0200114,HP_0000007,HP_0002900,HP_0004319,HP_0001510
OMIM_614679	HP_0002257,HP_0003577,HP_0012265,HP_0001696,HP_0001651,HP_0002110,HP_0000007,HP_0005938,HP_0012735,HP_0011109,HP_0002205
OMIM_312060	HP_0005423,HP_0001419,HP_0001939
OMIM_610338	HP_0001629,HP_0001680,HP_0005143,HP_0001643,HP_0000006,HP_0001655
OMIM_607932	HP_0001770,HP_0000046,HP_0000365,HP_0002188,HP_0000089,HP_0004443,HP_0006829,HP_0000482,HP_0001252,HP_0010442,HP_0000639,HP_0000954,HP_0000835,HP_0000278,HP_0000556,HP_0000358,HP_0000830,HP_0001144,HP_0000252,HP_0000175,HP_0000134,HP_0001344,HP_0000171,HP_0001263,HP_0011800,HP_0010999,HP_0000528,HP_0005819,HP_0000568,HP_0006101,HP_0000647,HP_0004209,HP_0000400,HP_0000369,HP_0000248,HP_0000006,HP_0000324,HP_0001155,HP_0001156,HP_0002120,HP_0001508,HP_0000618,HP_0007068,HP_0002119,HP_0000218,HP_0009600,HP_0000411,HP_0010538,HP_0001321,HP_0002011,HP_0000193,HP_0009909,HP_0007370,HP_0000821,HP_0000348,HP_0001357,HP_0000545,HP_0000347,HP_0000028,HP_0000589,HP_0000864
OMIM_217085	HP_0001682,HP_0003577,HP_0001674,HP_0001233,HP_0005696,HP_0001162,HP_0011968,HP_0001680,HP_0004691,HP_0011802,HP_0010055,HP_0000316,HP_0000007
OMIM_131200	HP_0030127,HP_0000144,HP_0000007,HP_0001426,HP_0100607
OMIM_203780	HP_0003774,HP_0003676,HP_0000365,HP_0000123,HP_0000100,HP_0000083,HP_0030034,HP_0000790,HP_0011501,HP_0000093,HP_0000518,HP_0000822,HP_0000007,HP_0200020,HP_0000545,HP_0004722
OMIM_615637	HP_0002069,HP_0030799,HP_0001212,HP_0002121,HP_0001252,HP_0002240,HP_0001270,HP_0011463,HP_0011220,HP_0000739,HP_0000316,HP_0000733,HP_0002119,HP_0000218,HP_0006532,HP_0000455,HP_0000256,HP_0000278,HP_0001249,HP_0001744,HP_0000494,HP_0003621,HP_0000750,HP_0002197,HP_0001263,HP_0000729,HP_0000007,HP_0100716,HP_0004209,HP_0000268,HP_0002007,HP_0000303
OMIM_615451	HP_0200073,HP_0012265,HP_0002257,HP_0001696,HP_0002110,HP_0000403,HP_0000007,HP_0031245,HP_0006532,HP_0011108,HP_0002643,HP_0004469
OMIM_603546	HP_0003015,HP_0001374,HP_0001498,HP_0004322,HP_0001252,HP_0003370,HP_0001290,HP_0010301,HP_0003071,HP_0010585,HP_0005092,HP_0003090,HP_0012297,HP_0012299,HP_0012296,HP_0008457,HP_0006454,HP_0002857,HP_0000977,HP_0006016,HP_0005008,HP_0003301,HP_0001388,HP_0002650,HP_0003025,HP_0002651,HP_0008819,HP_0000272,HP_0005121,HP_0011800,HP_0003083,HP_0010582,HP_0006127,HP_0000006,HP_0009836
OMIM_121900	HP_0007802,HP_0000486,HP_0007827,HP_0000518,HP_0007809,HP_0000006
OMIM_617409	HP_0001903,HP_0000953,HP_0000006
OMIM_300911	HP_0002322,HP_0003621,HP_0002067,HP_0001300,HP_0003596,HP_0003487,HP_0002396,HP_0025709,HP_0001419,HP_0000338,HP_0001257,HP_0003677,HP_0001347
OMIM_615402	HP_0001034,HP_0020073,HP_0011463,HP_0000006
OMIM_617951	HP_0003510,HP_0003676,HP_0010528,HP_0000540,HP_0001332,HP_0001250,HP_0001272,HP_0001251,HP_0003593,HP_0001270,HP_0002080,HP_0000639,HP_0001508,HP_0011463,HP_0003429,HP_0002415,HP_0000572,HP_0000252,HP_0002015,HP_0002059,HP_0003621,HP_0002079,HP_0002376,HP_0011968,HP_0001260,HP_0001263,HP_0033454,HP_0000529,HP_0000407,HP_0033044,HP_0034332,HP_0000646,HP_0000007,HP_0007256,HP_0000648,HP_0002505,HP_0001257,HP_0002305
OMIM_613174	HP_0000286,HP_0000341,HP_0000483,HP_0000582,HP_0001176,HP_0001250,HP_0000262,HP_0000581,HP_0001252,HP_0001274,HP_0002162,HP_0002360,HP_0012745,HP_0001290,HP_0008070,HP_0000316,HP_0000337,HP_0000414,HP_0000733,HP_0100807,HP_0000218,HP_0003745,HP_0000256,HP_0001249,HP_0000577,HP_0001363,HP_0000431,HP_0002650,HP_0001263,HP_0001518,HP_0000601,HP_0001833,HP_0000722,HP_0002007,HP_0000322,HP_0000520,HP_0000248,HP_0000369
OMIM_617912	HP_0001650,HP_0003577,HP_0001629,HP_0001719,HP_0005110,HP_0003829,HP_0001647,HP_0001636,HP_0000007,HP_0001631,HP_0000006,HP_0001644
OMIM_266900	HP_0003774,HP_0003621,HP_0005576,HP_0000083,HP_0020132,HP_0000090,HP_0001959,HP_0001903,HP_0011462,HP_0000007,HP_0004727,HP_0000103,HP_0003259,HP_0001249,HP_0000556
OMIM_618451	HP_0002421,HP_0003676,HP_0002353,HP_0001344,HP_0002310,HP_0001266,HP_0001332,HP_0003487,HP_0001250,HP_0001263,HP_0003593,HP_0002072,HP_0012448,HP_0011800,HP_0000817,HP_0000508,HP_0000007,HP_0001935,HP_0000322,HP_0001257,HP_0000369,HP_0001931,HP_0001347
OMIM_256500	HP_0001025,HP_0001036,HP_0003212,HP_0002299,HP_0003011,HP_0002099,HP_0002242,HP_0001263,HP_0003193,HP_0045075,HP_0032061,HP_0100665,HP_0001508,HP_0002719,HP_0011100,HP_0011473,HP_0004906,HP_0500093,HP_0002209,HP_0000007,HP_0001019,HP_0007479,HP_0004779,HP_0004315
OMIM_109000	HP_0001385,HP_0004322,HP_0009907,HP_0003083,HP_0000006
OMIM_618840	HP_0000252,HP_0000054,HP_0003577,HP_0000750,HP_0001596,HP_0031936,HP_0002079,HP_0001250,HP_0008064,HP_0000729,HP_0000007,HP_0001019,HP_0000713,HP_0000047,HP_0008689,HP_0001249,HP_0003623
OMIM_260910	HP_0001596,HP_0012322,HP_0002293,HP_0003745
OMIM_193500	HP_0000581,HP_0003250,HP_0000319,HP_0000635,HP_0000316,HP_0007443,HP_0000912,HP_0002216,HP_0002414,HP_0001100,HP_0000574,HP_0000431,HP_0002475,HP_0000430,HP_0002211,HP_0000506,HP_0007990,HP_0002946,HP_0007894,HP_0005815,HP_0000202,HP_0000664,HP_0002227,HP_0000006,HP_0008527,HP_0000303,HP_0002226
OMIM_126320	HP_0004950,HP_0001629,HP_0002619,HP_0010741,HP_0009743,HP_0001643,HP_0000006,HP_0001688
OMIM_617799	HP_0002421,HP_0002069,HP_0000483,HP_0000486,HP_0002540,HP_0004322,HP_0001250,HP_0002384,HP_0001252,HP_0000680,HP_0002020,HP_0001251,HP_0003593,HP_0002061,HP_0000639,HP_0000958,HP_0011220,HP_0000718,HP_0000678,HP_0001605,HP_0002579,HP_0001249,HP_0003763,HP_0000252,HP_0000970,HP_0001344,HP_0000331,HP_0011968,HP_0000490,HP_0001263,HP_0011800,HP_0011445,HP_0100660,HP_0001816,HP_0000729,HP_0000964,HP_0000565,HP_0000006,HP_0002104,HP_0000687,HP_0000341,HP_0002883,HP_0002487,HP_0000340,HP_0003577,HP_0001272,HP_0002360,HP_0008070,HP_0000737,HP_0000817,HP_0012450,HP_0025116,HP_0000016,HP_0008936,HP_0000750,HP_0002376,HP_0010819,HP_0004396,HP_0032988,HP_0001518,HP_0500093,HP_0000505,HP_0001510,HP_0001875
OMIM_618430	HP_0000286,HP_0010804,HP_0000486,HP_0001256,HP_0001250,HP_0003196,HP_0001252,HP_0001251,HP_0003593,HP_0000718,HP_0000752,HP_0002019,HP_0000358,HP_0000098,HP_0000771,HP_0011968,HP_0000490,HP_0001263,HP_0011800,HP_0001182,HP_0000729,HP_0000722,HP_0004209,HP_0005616,HP_0001852,HP_0001257,HP_0000006,HP_0000248,HP_0000369,HP_0002360,HP_0001270,HP_0000739,HP_0000414,HP_0000733,HP_0000219,HP_0002714,HP_0000256,HP_0000750,HP_0002650,HP_0031936,HP_0000276,HP_0000194,HP_0003186,HP_0002370,HP_0005280,HP_0000348,HP_0002007,HP_0001357,HP_0000545,HP_0001513
OMIM_618106	HP_0002465,HP_0000486,HP_0004322,HP_0000023,HP_0001250,HP_0010808,HP_0001252,HP_0011937,HP_0003593,HP_0012471,HP_0000954,HP_0000316,HP_0000678,HP_0000218,HP_0000455,HP_0000358,HP_0001249,HP_0001348,HP_0000154,HP_0000176,HP_0002311,HP_0000297,HP_0008936,HP_0000252,HP_0007429,HP_0000494,HP_0000431,HP_0000750,HP_0000331,HP_0031936,HP_0001382,HP_0011968,HP_0001263,HP_0003186,HP_0000307,HP_0002527,HP_0001357,HP_0000400,HP_0000006,HP_0001611,HP_0000324
OMIM_600121	HP_0008905,HP_0001508,HP_0003097,HP_0005792,HP_0008873,HP_0000007,HP_0010655
OMIM_614482	HP_0002059,HP_0010837,HP_0003676,HP_0001344,HP_0000365,HP_0002540,HP_0001272,HP_0001250,HP_0001252,HP_0003593,HP_0011967,HP_0011344,HP_0012704,HP_0000639,HP_0003819,HP_0000519,HP_0000007,HP_0003429
OMIM_611588	HP_0001265,HP_0003236,HP_0003676,HP_0001762,HP_0001371,HP_0001252,HP_0003560,HP_0003593,HP_0001290,HP_0001270,HP_0003391,HP_0012345,HP_0003828,HP_0000767,HP_0000007,HP_0003307,HP_0003712
OMIM_214100	HP_0000286,HP_0007759,HP_0000244,HP_0000365,HP_0003355,HP_0001250,HP_0010808,HP_0001252,HP_0003593,HP_0001290,HP_0000518,HP_0000639,HP_0012592,HP_0000316,HP_0000954,HP_0000835,HP_0002416,HP_0001401,HP_0000158,HP_0001643,HP_0001840,HP_0000311,HP_0000512,HP_0000358,HP_0003623,HP_0005469,HP_0001265,HP_0002750,HP_0011968,HP_0001263,HP_0004492,HP_0000407,HP_0000007,HP_0002705,HP_0002505,HP_0000047,HP_0000369,HP_0000126,HP_0003455,HP_0000582,HP_0002089,HP_0000463,HP_0001591,HP_0000260,HP_0002120,HP_0002240,HP_0000580,HP_0011039,HP_0002282,HP_0001193,HP_0012368,HP_0010864,HP_0001508,HP_0001629,HP_0009487,HP_0006894,HP_0002317,HP_0000218,HP_0002359,HP_0000256,HP_0005989,HP_0001623,HP_0006579,HP_0004734,HP_0001088,HP_0002015,HP_0001762,HP_0000750,HP_0001284,HP_0000272,HP_0010655,HP_0007370,HP_0001838,HP_0003819,HP_0000348,HP_0008665,HP_0002967,HP_0000543,HP_0000028,HP_0000501,HP_0006887,HP_0000347,HP_0002126,HP_0002643
OMIM_161500	HP_0000271,HP_0000006
OMIM_212710	HP_0001256,HP_0004322,HP_0001271,HP_0000519,HP_0001251,HP_0001284,HP_0000007,HP_0002936,HP_0008615
OMIM_115196	HP_0001639,HP_0000006,HP_0001645
OMIM_619793	HP_0003577,HP_0002035,HP_0002692,HP_0011968,HP_0002098,HP_0002020,HP_0001072,HP_0006391,HP_0100324,HP_0000308,HP_0011461,HP_0001558,HP_0025116,HP_0001511,HP_0000961,HP_0000444,HP_0000894,HP_0000520,HP_0000006
OMIM_178650	HP_0003115,HP_0001684,HP_0001642,HP_0000006
OMIM_619773	HP_0002098,HP_0025179,HP_0032297,HP_0033166,HP_0003593,HP_0000007,HP_0001888,HP_0001954,HP_0002878,HP_0033214,HP_0032137,HP_0002205
OMIM_615034	HP_0000473,HP_0003621,HP_0011462,HP_0003829,HP_0031960,HP_0012048,HP_0000006,HP_0002346,HP_0000643,HP_0200085
OMIM_106260	HP_0000561,HP_0003577,HP_0001795,HP_0001592,HP_0001629,HP_0000953,HP_0000653,HP_0001643,HP_0002558,HP_0000498,HP_0000413,HP_0000698,HP_0000054,HP_0000175,HP_0000431,HP_0002232,HP_0002231,HP_0004691,HP_0011470,HP_0000968,HP_0000509,HP_0000707,HP_0031088,HP_0000327,HP_0000668,HP_0009755,HP_0000405,HP_0008404,HP_0000982,HP_0000300,HP_0000564,HP_0000047,HP_0000006,HP_0000204,HP_0000687,HP_0004502,HP_0001798
OMIM_129810	HP_0000164,HP_0000968,HP_0001839,HP_0001171,HP_0000006,HP_0008070
OMIM_619314	HP_0008947,HP_0000286,HP_0000220,HP_0001792,HP_0003577,HP_0000486,HP_0002020,HP_0001270,HP_0010055,HP_0008551,HP_0000316,HP_0006532,HP_0000218,HP_0001601,HP_0000358,HP_0000577,HP_0000176,HP_0000494,HP_0000750,HP_0000193,HP_0011304,HP_0012520,HP_0000508,HP_0025325,HP_0004209,HP_0000565,HP_0001631,HP_0000047,HP_0000006,HP_0000369,HP_0000028
OMIM_248010	HP_0003037,HP_0000939,HP_0001388,HP_0004322,HP_0003199,HP_0007495,HP_0000007,HP_0003758,HP_0002757,HP_0002208,HP_0002656,HP_0007602
OMIM_616335	HP_0000252,HP_0003577,HP_0000639,HP_0001263,HP_0001999,HP_0000568,HP_0007663,HP_0000007,HP_0000505,HP_0007731
OMIM_179000	HP_0000132,HP_0000979,HP_0000508,HP_0000978,HP_0000421,HP_0000006
OMIM_214900	HP_0001055,HP_0002024,HP_0003077,HP_0003155,HP_0001394,HP_0002240,HP_0002908,HP_0000007,HP_0006566,HP_0001004,HP_0002910,HP_0000952,HP_0001744
OMIM_171000	HP_0001475,HP_0000924,HP_0000119,HP_0000006,HP_0005679
OMIM_251290	HP_0000340,HP_0007759,HP_0000343,HP_0001410,HP_0000463,HP_0001332,HP_0001250,HP_0000083,HP_0002187,HP_0001252,HP_0003593,HP_0002240,HP_0410030,HP_0000639,HP_0001508,HP_0000518,HP_0002119,HP_0000218,HP_0001302,HP_0001643,HP_0002910,HP_0002514,HP_0001744,HP_0000952,HP_0003623,HP_0001347,HP_0008936,HP_0000252,HP_0001321,HP_0001263,HP_0000308,HP_0001339,HP_0001537,HP_0000007,HP_0000967,HP_0001873,HP_0001257,HP_0002126,HP_0000369,HP_0001655
OMIM_115080	HP_0011675,HP_0001279,HP_0000006,HP_0001699
OMIM_618298	HP_0002421,HP_0000252,HP_0002521,HP_0001561,HP_0002650,HP_0002188,HP_0001250,HP_0001371,HP_0002120,HP_0000160,HP_0001285,HP_0001252,HP_0011344,HP_0011097,HP_0032792,HP_0000729,HP_0000316,HP_0002119,HP_0200134,HP_0000369,HP_0000028,HP_0000006,HP_0001249
OMIM_204750	HP_0000252,HP_0000750,HP_0011342,HP_0001252,HP_0001263,HP_0034465,HP_0410309,HP_0000007,HP_0007018
OMIM_150260	HP_0000252,HP_0002015,HP_0001762,HP_0010307,HP_0001609,HP_0003593,HP_0001605,HP_0001621,HP_0000961,HP_0000006,HP_0001249
OMIM_614706	HP_0025709,HP_0012001,HP_0002123,HP_0001272,HP_0001250,HP_0001251,HP_0000007,HP_0000648,HP_0000505,HP_0001268,HP_0000556,HP_0003678
OMIM_208085	HP_0001892,HP_0000121,HP_0000340,HP_0003577,HP_0000365,HP_0003355,HP_0001252,HP_0001290,HP_0200084,HP_0001508,HP_0001629,HP_0001947,HP_0001944,HP_0001522,HP_0002910,HP_0001884,HP_0000952,HP_0001942,HP_0001667,HP_0002611,HP_0001562,HP_0001385,HP_0000252,HP_0005248,HP_0000112,HP_0009806,HP_0005565,HP_0001263,HP_0030948,HP_0000092,HP_0002908,HP_0008064,HP_0001518,HP_0001339,HP_0002804,HP_0000007,HP_0001631,HP_0001873,HP_0000369,HP_0000347,HP_0001655
OMIM_139210	HP_0001650,HP_0000365,HP_0000486,HP_0001376,HP_0004322,HP_0001250,HP_0000160,HP_0001251,HP_0410030,HP_0009381,HP_0000518,HP_0001608,HP_0000717,HP_0000316,HP_0001845,HP_0009466,HP_0001643,HP_0001249,HP_0000175,HP_0003720,HP_0000252,HP_0000574,HP_0004894,HP_0001387,HP_0003561,HP_0000490,HP_0004691,HP_0011800,HP_0012385,HP_0002948,HP_0000926,HP_0000327,HP_0000568,HP_0001698,HP_0003712,HP_0002866,HP_0000322,HP_0000006,HP_0000369,HP_0000885,HP_0004621,HP_0001156,HP_0000540,HP_0002684,HP_0000581,HP_0001072,HP_0008070,HP_0001629,HP_0008551,HP_0002878,HP_0000219,HP_0030084,HP_0000256,HP_0003026,HP_0002213,HP_0001680,HP_0000272,HP_0000470,HP_0045025,HP_0002093,HP_0010579,HP_0001518,HP_0000822,HP_0000426,HP_0030053,HP_0001511,HP_0001631,HP_0000028,HP_0000303,HP_0001513,HP_0001831
OMIM_105600	HP_0020181,HP_0010972,HP_0025435,HP_0012543,HP_0001972,HP_0000006,HP_0000952,HP_0004810
OMIM_184300	HP_0008480,HP_0003302,HP_0003298,HP_0002758,HP_0000006,HP_0003304
OMIM_617024	HP_0025573,HP_0000662,HP_0000540,HP_0000613,HP_0000007
OMIM_616140	HP_0000252,HP_0001310,HP_0002079,HP_0001260,HP_0001263,HP_0001251,HP_0002071,HP_0002080,HP_0000639,HP_0003828,HP_0000007,HP_0002415,HP_0001257,HP_0001249,HP_0001347
OMIM_619121	HP_0030953,HP_0003577,HP_0002342,HP_0000343,HP_0000486,HP_0001310,HP_0002064,HP_0003390,HP_0012407,HP_0010864,HP_0012650,HP_0000718,HP_0000514,HP_0000733,HP_0001349,HP_0002119,HP_0009623,HP_0000219,HP_0002714,HP_0009943,HP_0003623,HP_0001347,HP_0002553,HP_0000252,HP_0002510,HP_0002078,HP_0002650,HP_0002474,HP_0031936,HP_0003487,HP_0002079,HP_0001684,HP_0000193,HP_0004691,HP_0001181,HP_0001639,HP_0000007,HP_0002307,HP_0001510,HP_0007018,HP_0000322
OMIM_305690	HP_0000119,HP_0001417,HP_0003811
OMIM_613179	HP_0005435,HP_0002783,HP_0001890,HP_0001252,HP_0001251,HP_0003593,HP_0001290,HP_0005372,HP_0001270,HP_0005390,HP_0012410,HP_0001508,HP_0001904,HP_0002718,HP_0001888,HP_0001249,HP_0001744,HP_0002732,HP_0000010,HP_0001264,HP_0002273,HP_0002194,HP_0002090,HP_0033339,HP_0000708,HP_0031381,HP_0033340,HP_0000007,HP_0004429,HP_0001973,HP_0002788,HP_0000246,HP_0005318,HP_0003537,HP_0000388,HP_0002665,HP_0001337
