disease	hpo
OMIM_614249	HP_0008936,HP_0000252,HP_0003577,HP_0002474,HP_0001332,HP_0001266,HP_0011968,HP_0002187,HP_0002360,HP_0033725,HP_0012110,HP_0001629,HP_0000737,HP_0000007,HP_0001631,HP_0001257,HP_0001249
OMIM_618360	HP_0002059,HP_0002510,HP_0001250,HP_0002352,HP_0002132,HP_0001263,HP_0001252,HP_0003593,HP_0000007,HP_0032325,HP_0002514,HP_0010864
OMIM_274000	HP_0002389,HP_0007957,HP_0001498,HP_0002188,HP_0002980,HP_0030137,HP_0000486,HP_0006507,HP_0004322,HP_0001250,HP_0005773,HP_0003396,HP_0001051,HP_0003031,HP_0000085,HP_0100694,HP_0000518,HP_0100327,HP_0004717,HP_0009702,HP_0001522,HP_0001643,HP_0002414,HP_0000996,HP_0001249,HP_0004712,HP_0000891,HP_0000175,HP_0002673,HP_0002990,HP_0001263,HP_0003043,HP_0001181,HP_0002827,HP_0002949,HP_0000007,HP_0006101,HP_0009777,HP_0001737,HP_0004209,HP_0009778,HP_0000248,HP_0007514,HP_0002984,HP_0001974,HP_0002245,HP_0003577,HP_0010946,HP_0000463,HP_0001270,HP_0001629,HP_0001903,HP_0009487,HP_0012098,HP_0009486,HP_0006695,HP_0002999,HP_0008952,HP_0000895,HP_0004977,HP_0009803,HP_0001320,HP_0004313,HP_0001880,HP_0000076,HP_0009829,HP_0001762,HP_0001321,HP_0002970,HP_0003022,HP_0000073,HP_0000151,HP_0001680,HP_0000272,HP_0011304,HP_0000508,HP_0001636,HP_0006443,HP_0007413,HP_0001631,HP_0001433,HP_0001873,HP_0003974,HP_0000347
OMIM_613371	HP_0003587,HP_0000640,HP_0001272,HP_0001260,HP_0003581,HP_0001251,HP_0007338,HP_0000006,HP_0003677
OMIM_618555	HP_0000662,HP_0000552,HP_0000007
OMIM_613758	HP_0000662,HP_0000580,HP_0000007,HP_0000505,HP_0000510,HP_0000533,HP_0000654
OMIM_613685	HP_0000007,HP_0000399
OMIM_270220	HP_0007431,HP_0000007,HP_0000962
OMIM_614739	HP_0001298,HP_0002540,HP_0001332,HP_0003256,HP_0001272,HP_0001250,HP_0001252,HP_0001290,HP_0012444,HP_0001508,HP_0002719,HP_0003828,HP_0001943,HP_0001987,HP_0002977,HP_0001249,HP_0003128,HP_0000252,HP_0001344,HP_0002376,HP_0011968,HP_0002151,HP_0001263,HP_0002071,HP_0040187,HP_0000407,HP_0000007,HP_0000648,HP_0001257,HP_0003535
OMIM_617993	HP_0007618,HP_0012408,HP_0000007,HP_0002150,HP_0002986
OMIM_181270	HP_0001595,HP_0000385,HP_0011939,HP_0000286,HP_0001597,HP_0000089,HP_0000463,HP_0001057,HP_0002164,HP_0000083,HP_0002000,HP_0000581,HP_0006709,HP_0008070,HP_0012330,HP_0000818,HP_0008551,HP_0000519,HP_0000612,HP_0000378,HP_0000411,HP_0002213,HP_0004691,HP_0045025,HP_0100783,HP_0005280,HP_0100540,HP_0011251,HP_0011272,HP_0000822,HP_0000601,HP_0000006,HP_0000765,HP_0000369,HP_0000303,HP_0006349,HP_0000104
OMIM_215300	HP_0001428,HP_0006765
OMIM_618820	HP_0000286,HP_0001331,HP_0000582,HP_0000483,HP_0006989,HP_0000343,HP_0000486,HP_0000540,HP_0005235,HP_0003196,HP_0001274,HP_0000041,HP_0012745,HP_0002282,HP_0030716,HP_0010464,HP_0012368,HP_0010941,HP_0000316,HP_0000537,HP_0000411,HP_0000356,HP_0000256,HP_0002751,HP_0000054,HP_0000276,HP_0000133,HP_0003762,HP_0001387,HP_0030048,HP_0001360,HP_0001263,HP_0005484,HP_0011102,HP_0000508,HP_0100779,HP_0002308,HP_0000505,HP_0001539,HP_0008665,HP_0001159,HP_0000047,HP_0007018,HP_0000006,HP_0000347,HP_0000369,HP_0000028,HP_0002126
OMIM_151001	HP_0001034,HP_0000006
OMIM_616052	HP_0003236,HP_0030046,HP_0011463,HP_0007340,HP_0003691,HP_0008981,HP_0032341,HP_0000007,HP_0006785,HP_0000158,HP_0001324,HP_0003677
OMIM_619418	HP_0001133,HP_0000286,HP_0001531,HP_0001252,HP_0003593,HP_0000639,HP_0100806,HP_0007401,HP_0002611,HP_0000252,HP_0002474,HP_0002155,HP_0002079,HP_0000293,HP_0002197,HP_0001382,HP_0000490,HP_0002151,HP_0002194,HP_0033454,HP_0001738,HP_0000007,HP_0001414,HP_0001397,HP_0000662,HP_0001274,HP_0001394,HP_0002240,HP_0030319,HP_0001508,HP_0001629,HP_0001903,HP_0001943,HP_0002716,HP_0005948,HP_0001748,HP_0002119,HP_0001747,HP_0000218,HP_0006577,HP_0006579,HP_0001744,HP_0001622,HP_0008619,HP_0000431,HP_0002013,HP_0012715,HP_0005280,HP_0011232,HP_0000308,HP_0001998,HP_0001510,HP_0000786
OMIM_312700	HP_0030502,HP_0007902,HP_0000541,HP_0000540,HP_0030824,HP_0000529,HP_0001419,HP_0000546,HP_0007984,HP_0007401,HP_0007722,HP_0007667,HP_0001105
OMIM_619323	HP_0008936,HP_0030215,HP_0001256,HP_0005830,HP_0002376,HP_0001250,HP_0001272,HP_0002066,HP_0100490,HP_0030793,HP_0001350,HP_0000280,HP_0033720,HP_0011463,HP_0000748,HP_0011198,HP_0000007,HP_0002119,HP_0000648,HP_0000212
OMIM_224800	HP_0007529,HP_0000407,HP_0009473,HP_0000007,HP_0002943
OMIM_116600	HP_0000519,HP_0001115,HP_0000006,HP_0000545,HP_0001139
OMIM_300046	HP_0001419,HP_0001249
OMIM_616806	HP_0003621,HP_0011463,HP_0003593,HP_0002667,HP_0000006
OMIM_619921	HP_0001332,HP_0001263,HP_0003593,HP_0000007,HP_0001249
OMIM_256840	HP_0003477,HP_0001760,HP_0002169,HP_0003431,HP_0003487,HP_0006827,HP_0003693,HP_0002064,HP_0002061,HP_0034075,HP_0011463,HP_0006121,HP_0007078,HP_0012153,HP_0000007,HP_0002936,HP_0003409,HP_0001258,HP_0001347,HP_0001886
OMIM_610283	HP_0009926,HP_0007737,HP_0000662,HP_0000529,HP_0000608,HP_0000613,HP_0000007,HP_0007994,HP_0000510,HP_0007843
OMIM_618463	HP_0003233,HP_0000518,HP_0001084,HP_0011462,HP_0010874,HP_0000007,HP_0005181
OMIM_205000	HP_0003202,HP_0000007
OMIM_613456	HP_0002223,HP_0000175,HP_0000431,HP_0000430,HP_0002057,HP_0000316,HP_0000568,HP_0000007,HP_0000636,HP_0000653,HP_0000248,HP_0001249,HP_0002006,HP_0000368
OMIM_208850	HP_0000408,HP_0001251,HP_0000007,HP_0001249
OMIM_192500	HP_0001663,HP_0011463,HP_0001657,HP_0005184,HP_0001279,HP_0001664,HP_0000006,HP_0001645
OMIM_617809	HP_0009826,HP_0001561,HP_0000343,HP_0000431,HP_0001773,HP_0000463,HP_0001156,HP_0004322,HP_0002750,HP_0002240,HP_0002094,HP_0001072,HP_0002090,HP_0005280,HP_0010535,HP_0001607,HP_0012471,HP_0001609,HP_0000414,HP_0002878,HP_0002656,HP_0002777,HP_0000311,HP_0000006
OMIM_228520	HP_0003038,HP_0000882,HP_0001773,HP_0000485,HP_0005257,HP_0000160,HP_0003196,HP_0008451,HP_0001804,HP_0003826,HP_0001800,HP_0005622,HP_0000175,HP_0000890,HP_0012385,HP_0000926,HP_0000007,HP_0001539,HP_0004209,HP_0000922,HP_0001538,HP_0000520,HP_0000883,HP_0000369,HP_0001655,HP_0003577,HP_0000343,HP_0008905,HP_0000463,HP_0000260,HP_0005476,HP_0003375,HP_0003175,HP_0012368,HP_0100865,HP_0001789,HP_0000377,HP_0000773,HP_0003026,HP_0004279,HP_0005442,HP_0000272,HP_0000470,HP_0005280,HP_0000907,HP_0000947,HP_0009473,HP_0002007,HP_0200055,HP_0006645
OMIM_265120	HP_0005942,HP_0006517,HP_0025179,HP_0002094,HP_0032981,HP_0002092,HP_0030879,HP_0001508,HP_0033186,HP_0001217,HP_0000007,HP_0002878,HP_0000961,HP_0001522,HP_0003811,HP_0002789,HP_0002104,HP_0002643,HP_0003623
OMIM_206500	HP_0002323,HP_0003577,HP_0000007,HP_0002414
OMIM_137215	HP_0000175,HP_0002582,HP_0003581,HP_0012126,HP_0000006,HP_0000204
OMIM_239510	HP_0003137,HP_0001250,HP_0000007,HP_0008358,HP_0003080,HP_0003108,HP_0001249
OMIM_619854	HP_0001276,HP_0002069,HP_0010804,HP_0000463,HP_0001250,HP_0002384,HP_0002121,HP_0001252,HP_0003196,HP_0025162,HP_0001847,HP_0000219,HP_0025336,HP_0012171,HP_0000179,HP_0001249,HP_0001344,HP_0000750,HP_0031936,HP_0011968,HP_0001263,HP_0001182,HP_0000729,HP_0000006,HP_0001513
OMIM_614962	HP_0000054,HP_0000771,HP_0002591,HP_0003292,HP_0011463,HP_0000007,HP_0006532,HP_0008734,HP_0002788,HP_0000135,HP_0001513,HP_0000786,HP_0410018
OMIM_121050	HP_0030799,HP_0003577,HP_0001377,HP_0003273,HP_0001270,HP_0001629,HP_0008453,HP_0000938,HP_0009465,HP_0002616,HP_0001647,HP_0002999,HP_0000218,HP_0001643,HP_0001840,HP_0009901,HP_0001166,HP_0002751,HP_0002650,HP_0001762,HP_0003066,HP_0005684,HP_0000470,HP_0010499,HP_0001083,HP_0001181,HP_0012774,HP_0012385,HP_0006380,HP_0001519,HP_0001239,HP_0006487,HP_0008962,HP_0000768,HP_0000268,HP_0002007,HP_0001631,HP_0005879,HP_0002987,HP_0001653,HP_0000006,HP_0000248,HP_0000347,HP_0001634,HP_0000545
OMIM_611943	HP_0000252,HP_0004322,HP_0000958,HP_0011342,HP_0011133,HP_0001251,HP_0001999,HP_0000007,HP_0002206,HP_0002721,HP_0004315
OMIM_252160	HP_0002069,HP_0001276,HP_0003676,HP_0000343,HP_0011935,HP_0011814,HP_0001250,HP_0001252,HP_0003570,HP_0003196,HP_0033725,HP_0000639,HP_0000737,HP_0012471,HP_0000316,HP_0002119,HP_0000256,HP_0003447,HP_0003623,HP_0002179,HP_0002059,HP_0000252,HP_0002510,HP_0002079,HP_0000276,HP_0010934,HP_0011968,HP_0000293,HP_0003166,HP_0001263,HP_0002171,HP_0011942,HP_0012019,HP_0001083,HP_0011096,HP_0000804,HP_0002506,HP_0000007,HP_0003739,HP_0002007,HP_0003811,HP_0001510,HP_0003537
OMIM_601859	HP_0001891,HP_0003453,HP_0003454,HP_0003496,HP_0001890,HP_0003493,HP_0002240,HP_0001904,HP_0001744,HP_0002731,HP_0002633,HP_0002853,HP_0001880,HP_0002730,HP_0002851,HP_0002972,HP_0001025,HP_0003262,HP_0003261,HP_0002729,HP_0002923,HP_0001973,HP_0003613,HP_0000006,HP_0003237,HP_0004844
OMIM_153840	HP_0001123,HP_0003584,HP_0007663,HP_0000505,HP_0007677,HP_0007754,HP_0000006
OMIM_243600	HP_0005235,HP_0001438,HP_0000007
OMIM_617188	HP_0008936,HP_0001276,HP_0000252,HP_0002540,HP_0001344,HP_0002123,HP_0031936,HP_0002373,HP_0002197,HP_0001250,HP_0001263,HP_0003593,HP_0001290,HP_0000729,HP_0000007,HP_0007359,HP_0002126,HP_0001249,HP_0001347
OMIM_614196	HP_0000100,HP_0005576,HP_0000969,HP_0000097,HP_0003828,HP_0003073,HP_0000007,HP_0000093
OMIM_273750	HP_0000343,HP_0000463,HP_0004322,HP_0003298,HP_0001373,HP_0003691,HP_0010306,HP_0003307,HP_0008897,HP_0008734,HP_0001763,HP_0000773,HP_0000179,HP_0008839,HP_0000574,HP_0002750,HP_0001382,HP_0003100,HP_0000272,HP_0000470,HP_0004570,HP_0005280,HP_0001518,HP_0002827,HP_0000767,HP_0000007,HP_0000307,HP_0004209,HP_0009237,HP_0000268,HP_0002007,HP_0001511,HP_0001511,HP_0000047,HP_0001510,HP_0000303,HP_0002643,HP_0000325
OMIM_618213	HP_0001298,HP_0002521,HP_0001894,HP_0002188,HP_0003212,HP_0002384,HP_0030253,HP_0001290,HP_0032794,HP_0410151,HP_0025085,HP_0001508,HP_0033351,HP_0009789,HP_0002059,HP_0002079,HP_0001263,HP_0033256,HP_0032170,HP_0000007,HP_0005419,HP_0002205,HP_0001257,HP_0005218,HP_0001931,HP_0003237,HP_0001974
OMIM_140000	HP_0010109,HP_0001156,HP_0000083,HP_0000041,HP_0010105,HP_0012330,HP_0010034,HP_0009464,HP_0006110,HP_0009623,HP_0001885,HP_0000054,HP_0000076,HP_0001245,HP_0003762,HP_0000074,HP_0008080,HP_0010584,HP_0008103,HP_0008740,HP_0009237,HP_0004209,HP_0000048,HP_0000047,HP_0000006,HP_0001216
OMIM_151380	HP_0001444,HP_0004845
OMIM_617885	HP_0002155,HP_0003077,HP_0002591,HP_0003593,HP_0031793,HP_0011463,HP_0000855,HP_0000458,HP_0004409,HP_0000007,HP_0001249,HP_0001513,HP_0000842
OMIM_617090	HP_0000340,HP_0000252,HP_0003577,HP_0004322,HP_0002365,HP_0001321,HP_0001250,HP_0001274,HP_0001263,HP_0001508,HP_0045028,HP_0012471,HP_0003828,HP_0000316,HP_0000414,HP_0000007,HP_0002119,HP_0000400,HP_0001257,HP_0001249,HP_0000104,HP_0001347,HP_0009879
OMIM_613172	HP_0025169,HP_0011462,HP_0001635,HP_0000006,HP_0001645,HP_0001644
OMIM_613882	HP_0002321,HP_0002917,HP_0001324,HP_0002315,HP_0000006
OMIM_612079	HP_0002751,HP_0002333,HP_0003202,HP_0000044,HP_0000670,HP_0000252,HP_0001596,HP_0000771,HP_0004322,HP_0003121,HP_0002493,HP_0011734,HP_0012506,HP_0009487,HP_0000668,HP_0000007,HP_0003758,HP_0000823,HP_0001249,HP_0000995
OMIM_300073	HP_0001561,HP_0002375,HP_0000506,HP_0000581,HP_0001274,HP_0003826,HP_0045025,HP_0001417,HP_0001989,HP_0002139
OMIM_601374	HP_0001363,HP_0001762,HP_0000193,HP_0007033,HP_0007265,HP_0000007,HP_0007268,HP_0007027,HP_0007973,HP_0000347
OMIM_138500	HP_0008672,HP_0003108,HP_0000006
OMIM_300589	HP_0000484,HP_0000486,HP_0000639,HP_0001423,HP_0011515
OMIM_609376	HP_0000518,HP_0000007
DECIPHER_29	HP_0003431,HP_0001761,HP_0002450,HP_0002495,HP_0010829,HP_0003382,HP_0010831,HP_0007328
OMIM_175700	HP_0030799,HP_0001177,HP_0004303,HP_0001256,HP_0002683,HP_0000243,HP_0000023,HP_0001250,HP_0001274,HP_0003074,HP_0010055,HP_0006097,HP_0003828,HP_0000316,HP_0000238,HP_0001627,HP_0002119,HP_0001841,HP_0000256,HP_0001007,HP_0000494,HP_0001363,HP_0000431,HP_0001162,HP_0000270,HP_0001263,HP_0010059,HP_0011304,HP_0009473,HP_0011330,HP_0001537,HP_0000348,HP_0001459,HP_0001836,HP_0001830,HP_0002007,HP_0000268,HP_0005616,HP_0000047,HP_0000028,HP_0000006
OMIM_309620	HP_0002652,HP_0000431,HP_0002023,HP_0002650,HP_0004322,HP_0005487,HP_0002949,HP_0005819,HP_0001417,HP_0008467,HP_0006897,HP_0001249,HP_0001952
OMIM_610852	HP_0012265,HP_0200109,HP_0012262,HP_0000007,HP_0005938,HP_0000246,HP_0002205,HP_0011108
OMIM_617563	HP_0003577,HP_0002540,HP_0000023,HP_0001162,HP_0001252,HP_0001263,HP_0001251,HP_0012745,HP_0002282,HP_0001270,HP_0011802,HP_0005280,HP_0010864,HP_0000508,HP_0000657,HP_0002419,HP_0000007,HP_0002119,HP_0000488,HP_0001830,HP_0000278,HP_0000369,HP_0002104
OMIM_616640	HP_0002300,HP_0002510,HP_0003676,HP_0002123,HP_0002497,HP_0001250,HP_0001260,HP_0000020,HP_0001251,HP_0002073,HP_0011999,HP_0000709,HP_0100543,HP_0100318,HP_0000738,HP_0000726,HP_0003828,HP_0000007,HP_0001257,HP_0001336,HP_0001347
OMIM_300673	HP_0008936,HP_0001298,HP_0000253,HP_0003577,HP_0002353,HP_0001250,HP_0001263,HP_0002063,HP_0002020,HP_0002093,HP_0010864,HP_0001508,HP_0001419,HP_0007110,HP_0008872,HP_0002104,HP_0006887,HP_0002126,HP_0001347,HP_0001336
OMIM_101840	HP_0002213,HP_0012393,HP_0200035,HP_0200034,HP_0000006
OMIM_609165	HP_0004325,HP_0000486,HP_0004322,HP_0008064,HP_0000639,HP_0040189,HP_0000998,HP_0001217,HP_0001019,HP_0000656,HP_0000989,HP_0000972,HP_0002557,HP_0007479,HP_0000006
OMIM_273740	HP_0001591,HP_0008873,HP_0000007,HP_0000773
OMIM_608850	HP_0000551,HP_0030499,HP_0007663,HP_0000603,HP_0007722,HP_0000006
OMIM_613398	HP_0000154,HP_0000286,HP_0000274,HP_0000252,HP_0000340,HP_0000365,HP_0001263,HP_0001252,HP_0004691,HP_0001290,HP_0001629,HP_0000965,HP_0001636,HP_0000954,HP_0000007,HP_0008586,HP_0000218,HP_0030084,HP_0001511,HP_0000378,HP_0001249,HP_0000588
OMIM_614650	HP_0003774,HP_0003621,HP_0001250,HP_0000097,HP_0003593,HP_0000093,HP_0012588,HP_0000407,HP_0011463,HP_0000007,HP_0001967,HP_0000787,HP_0003678
OMIM_612999	HP_0003236,HP_0011463,HP_0003560,HP_0001638,HP_0011675,HP_0007126,HP_0002093,HP_0003701,HP_0000006
OMIM_620071	HP_0008936,HP_0002510,HP_0000054,HP_0000252,HP_0001344,HP_0002540,HP_0000365,HP_0000574,HP_0003593,HP_0002072,HP_0033454,HP_0011800,HP_0000081,HP_0011623,HP_0010864,HP_0001508,HP_0033142,HP_0000007,HP_0000268,HP_0001972,HP_0000028,HP_0000347,HP_0006844
OMIM_618347	HP_0004325,HP_0000286,HP_0000463,HP_0000100,HP_0004322,HP_0001272,HP_0001250,HP_0002360,HP_0003593,HP_0003073,HP_0001270,HP_0011461,HP_0000733,HP_0002714,HP_0000218,HP_0001249,HP_0006855,HP_0000154,HP_0000252,HP_0000750,HP_0031936,HP_0002750,HP_0001263,HP_0000691,HP_0000097,HP_0000093,HP_0000749,HP_0000629,HP_0000007,HP_0000821,HP_0000824,HP_0004209,HP_0001511,HP_0001510
OMIM_615980	HP_0001397,HP_0003202,HP_0003236,HP_0001761,HP_0003077,HP_0003198,HP_0003551,HP_0001010,HP_0003560,HP_0012743,HP_0000819,HP_0007340,HP_0011462,HP_0002938,HP_0000822,HP_0000855,HP_0000007,HP_0009125,HP_0000956,HP_0001324,HP_0003701,HP_0003119
OMIM_615575	HP_0002355,HP_0003444,HP_0031108,HP_0003431,HP_0001761,HP_0003394,HP_0002380,HP_0009072,HP_0007340,HP_0003828,HP_0009046,HP_0007210,HP_0009005,HP_0007269,HP_0003701,HP_0000006,HP_0003677
OMIM_268650	HP_0000054,HP_0000023,HP_0001371,HP_0001042,HP_0011927,HP_0000280,HP_0005280,HP_0001804,HP_0001609,HP_0011220,HP_0000954,HP_0000007,HP_0000813,HP_0001522,HP_0002007,HP_0000138,HP_0008714
OMIM_619317	HP_0002069,HP_0002487,HP_0010849,HP_0002540,HP_0001332,HP_0002121,HP_0000160,HP_0002187,HP_0001252,HP_0003593,HP_0001251,HP_0032794,HP_0010841,HP_0000639,HP_0100702,HP_0000316,HP_0000733,HP_0001348,HP_0025517,HP_0008936,HP_0006813,HP_0001344,HP_0002650,HP_0001266,HP_0001263,HP_0002072,HP_0010533,HP_0031475,HP_0033258,HP_0011097,HP_0011471,HP_0011150,HP_0032792,HP_0000348,HP_0007359,HP_0000006,HP_0001336
OMIM_188150	HP_0001596,HP_0004322,HP_0007450,HP_0009778,HP_0000006,HP_0001249,HP_0006315
OMIM_600624	HP_0003621,HP_0000365,HP_0011463,HP_0000548,HP_0000598,HP_0000135,HP_0000006,HP_0001249
OMIM_204000	HP_0001099,HP_0000563,HP_0003354,HP_0000662,HP_0001483,HP_0000580,HP_0003296,HP_0002240,HP_0003593,HP_0012426,HP_0000639,HP_0000518,HP_0000407,HP_0000618,HP_0000613,HP_0007663,HP_0000007,HP_0001510,HP_0007843,HP_0001249,HP_0000654
OMIM_530000	HP_0002135,HP_0000252,HP_0003200,HP_0004322,HP_0000590,HP_0001250,HP_0000580,HP_0001251,HP_0011675,HP_0000819,HP_0000829,HP_0001709,HP_0000407,HP_0000726,HP_0001947,HP_0000508,HP_0001427,HP_0001638,HP_0001924,HP_0000763,HP_0001324,HP_0001994,HP_0008207,HP_0003128
OMIM_613073	HP_0100864,HP_0002983,HP_0003016,HP_0003025,HP_0002970,HP_0003593,HP_0002979,HP_0000007
OMIM_611252	HP_0002355,HP_0002059,HP_0001256,HP_0001761,HP_0003487,HP_0002079,HP_0001272,HP_0002064,HP_0002061,HP_0011448,HP_0007340,HP_0011463,HP_0000007,HP_0001258,HP_0003677,HP_0001347
OMIM_618124	HP_0003477,HP_0008209,HP_0003577,HP_0000486,HP_0001256,HP_0004322,HP_0001252,HP_0001251,HP_0002460,HP_0001270,HP_0001171,HP_0007141,HP_0011463,HP_0009027,HP_0002936,HP_0002317,HP_0001249,HP_0007328,HP_0001265,HP_0003621,HP_0000750,HP_0002650,HP_0002870,HP_0000496,HP_0031936,HP_0001761,HP_0002808,HP_0000602,HP_0000007,HP_0002705,HP_0002505,HP_0001513,HP_0003677,HP_0002522
OMIM_207950	HP_0002179,HP_0005348,HP_0002015,HP_0002475,HP_0002483,HP_0011968,HP_0003396,HP_0001252,HP_0001274,HP_0001251,HP_0001290,HP_0002282,HP_0003690,HP_0012318,HP_0000639,HP_0002308,HP_0000238,HP_0001426,HP_0002318,HP_0000961,HP_0002414
OMIM_231690	HP_0002014,HP_0002013,HP_0001508,HP_0000836,HP_0003150,HP_0000822,HP_0000007,HP_0000853
OMIM_617576	HP_0032560,HP_0000789,HP_0000007,HP_0032558,HP_0032559
OMIM_126070	HP_0005599,HP_0001010,HP_0007894,HP_0007730,HP_0000006
OMIM_616721	HP_0002421,HP_0000483,HP_0002059,HP_0003577,HP_0001363,HP_0000365,HP_0002540,HP_0000486,HP_0004322,HP_0001272,HP_0001382,HP_0001250,HP_0002187,HP_0001263,HP_0001252,HP_0012707,HP_0000639,HP_0002719,HP_0000938,HP_0000007,HP_0025336,HP_0001249,HP_0001347,HP_0006855
OMIM_193000	HP_0000076,HP_0000924,HP_0001426,HP_0000006
OMIM_310600	HP_0000594,HP_0007759,HP_0007957,HP_0000541,HP_0001250,HP_0003593,HP_0000709,HP_0008052,HP_0000738,HP_0000518,HP_0001419,HP_0000407,HP_0000726,HP_0000718,HP_0000618,HP_0000568,HP_0000557,HP_0000648,HP_0007973,HP_0007676,HP_0006887,HP_0000555
OMIM_619072	HP_0000252,HP_0003577,HP_0000343,HP_0001321,HP_0002365,HP_0002079,HP_0002120,HP_0001263,HP_0003593,HP_0032794,HP_0012695,HP_0001838,HP_0011463,HP_0011461,HP_0002804,HP_0000007,HP_0000218,HP_0007359,HP_0000278,HP_0000369,HP_0009879
OMIM_277480	HP_0000132,HP_0001892,HP_0003125,HP_0003540,HP_0003010,HP_0005261,HP_0008330,HP_0000007,HP_0000978,HP_0001934,HP_0004846,HP_0000421,HP_0001873
OMIM_260600	HP_0005876,HP_0002587,HP_0003676,HP_0001250,HP_0002283,HP_0000280,HP_0001508,HP_0000639,HP_0001522,HP_0002415,HP_0002313,HP_0001622,HP_0008936,HP_0002751,HP_0003269,HP_0000252,HP_0002353,HP_0001263,HP_0006918,HP_0011344,HP_0007371,HP_0002804,HP_0000007,HP_0007256,HP_0000505
OMIM_620076	HP_0003577,HP_0002980,HP_0005474,HP_0003031,HP_0002240,HP_0003274,HP_0004482,HP_0010034,HP_0000938,HP_0009487,HP_0000879,HP_0006610,HP_0000476,HP_0000773,HP_0003865,HP_0000054,HP_0001762,HP_0000474,HP_0000470,HP_0005280,HP_0006385,HP_0000926,HP_0000007,HP_0002804,HP_0003417,HP_0003316,HP_0001511,HP_0000465,HP_0001631,HP_0000883,HP_0002866,HP_0005736,HP_0000049
OMIM_234280	HP_0001177,HP_0010055,HP_0000007,HP_0001159,HP_0008080
OMIM_612475	HP_0001256,HP_0002079,HP_0001250,HP_0100753,HP_0000717,HP_0003829,HP_0000316,HP_0001328,HP_0003745,HP_0002007,HP_0000256,HP_0000006
OMIM_613661	HP_0002179,HP_0003642,HP_0000252,HP_0001344,HP_0000486,HP_0002013,HP_0011968,HP_0001250,HP_0001263,HP_0001252,HP_0003593,HP_0003186,HP_0000294,HP_0003819,HP_0000407,HP_0011198,HP_0000007,HP_0000348,HP_0001987,HP_0001319,HP_0005968,HP_0003623
OMIM_249630	HP_0008407,HP_0000486,HP_0002286,HP_0002064,HP_0001508,HP_0000316,HP_0000635,HP_0000238,HP_0008872,HP_0000219,HP_0000218,HP_0007665,HP_0000411,HP_0001763,HP_0001249,HP_0000154,HP_0000252,HP_0000494,HP_0000670,HP_0005248,HP_0000079,HP_0000431,HP_0000508,HP_0000448,HP_0000767,HP_0000007,HP_0000348,HP_0000689,HP_0001338,HP_0000527,HP_0000768,HP_0004209,HP_0000047,HP_0001631,HP_0008425,HP_0000303,HP_0000369,HP_0000545
OMIM_613060	HP_0002069,HP_0002123,HP_0002373,HP_0002373,HP_0002121,HP_0007359,HP_0000006
OMIM_260100	HP_0000007,HP_0010701
OMIM_260570	HP_0003621,HP_0025708,HP_0001818,HP_0000007,HP_0001954,HP_0002722,HP_0000421,HP_0040238,HP_0002027,HP_0011107,HP_0011447
OMIM_183050	HP_0003202,HP_0002067,HP_0001260,HP_0001271,HP_0002063,HP_0001251,HP_0002380,HP_0000762,HP_0001257,HP_0000006
OMIM_620073	HP_0001773,HP_0000486,HP_0001250,HP_0012745,HP_0000639,HP_0008450,HP_0010055,HP_0000878,HP_0001601,HP_0001007,HP_0000054,HP_0001385,HP_0002079,HP_0002673,HP_0011968,HP_0001263,HP_0008081,HP_0040022,HP_0004209,HP_0000006,HP_0000248,HP_0000446,HP_0000066,HP_0000582,HP_0003577,HP_0001156,HP_0000540,HP_0001274,HP_0001629,HP_0000733,HP_0009765,HP_0005824,HP_0001320,HP_0000431,HP_0002650,HP_0004279,HP_0002373,HP_0005484,HP_0000470,HP_0003183,HP_0005280,HP_0011304,HP_0000826,HP_0000506,HP_0200134,HP_0007018,HP_0000028,HP_0000347,HP_0004227
OMIM_234700	HP_0001685,HP_0006690,HP_0001692,HP_0006681,HP_0000007,HP_0001638,HP_0001653,HP_0001678
OMIM_618175	HP_0000286,HP_0001058,HP_0000460,HP_0000581,HP_0010783,HP_0012785,HP_0100689,HP_0100720,HP_0000678,HP_0000218,HP_0000212,HP_0007502,HP_0025616,HP_0000556,HP_0000358,HP_0000413,HP_0001386,HP_0000430,HP_0000331,HP_0000276,HP_0045025,HP_0011800,HP_0032107,HP_0009771,HP_0011496,HP_0430007,HP_0009797,HP_0001239,HP_0000505,HP_0000405,HP_0006466,HP_0002987,HP_0002107,HP_0000963,HP_0000369,HP_0000006
OMIM_309950	HP_0006785,HP_0001423,HP_0000006
OMIM_617173	HP_0000750,HP_0001662,HP_0011704,HP_0000639,HP_0001250,HP_0001263,HP_0001290,HP_0000546,HP_0000007,HP_0011675,HP_0000512,HP_0001249
OMIM_617460	HP_0001133,HP_0003621,HP_0007737,HP_0000662,HP_0011463,HP_0011462,HP_0000613,HP_0007663,HP_0007401,HP_0000543,HP_0007843,HP_0000006
OMIM_225320	HP_0001388,HP_0000023,HP_0001075,HP_0001848,HP_0002816,HP_0000767,HP_0000007,HP_0000978,HP_0000977,HP_0001659,HP_0001653,HP_0001763,HP_0000963,HP_0000974,HP_0001634
OMIM_617916	HP_0003676,HP_0002059,HP_0002015,HP_0000750,HP_0031936,HP_0001310,HP_0002079,HP_0001761,HP_0001272,HP_0001260,HP_0001251,HP_0001290,HP_0000639,HP_0000007,HP_0002505,HP_0001257
